SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2722 Camino Del Mar,Del Mar,CA,92014,8800000,4,4.5,92014 - Del Mar,3341,6798,2018,153,2634,,Active,,,https://www.redfin.com/CA/Del-Mar/2722-Camino-del-Mar-92014/home/4403177,CRMLS,NDP2306918,N,Y,32.9712899,-117.2687368
MLS Listing,,Single Family Residential,157 26th St,Del Mar,CA,92014,11675000,5,5.5,92014 - Del Mar,4433,9604,1993,236,2634,,Active,,,https://www.redfin.com/CA/Del-Mar/157-26th-St-92014/home/4403700,CRMLS,NDP2304519,N,Y,32.9700424,-117.268319
MLS Listing,,Single Family Residential,373 Luzon Ave,Del Mar,CA,92014,7300000,4,3.0,92014 - Del Mar,3170,14810,1995,256,2303,,Active,,,https://www.redfin.com/CA/Del-Mar/373-Luzon-Ave-92014/home/4406062,CRMLS,NDP2303124,N,Y,32.9661986,-117.2633373
MLS Listing,,Single Family Residential,1456 Vista Grande Rd,El Cajon,CA,92019,1035000,3,3.0,92019 - El Cajon,1894,22215,1987,1,546,,Active,,,https://www.redfin.com/CA/El-Cajon/1456-Vista-Grande-Rd-92019/home/5714460,CRMLS,PTP2400590,N,Y,32.7713754,-116.9086323
MLS Listing,,Single Family Residential,2376 Tampa Ave,El Cajon,CA,92020,1250000,5,3.0,El Cajon,2053,6377,1949,1,609,,Pre On-Market,,,https://www.redfin.com/CA/El-Cajon/2376-Tampa-Ave-92020/home/5562374,SDMLS,240002624,N,Y,32.8019185,-116.9969003
MLS Listing,,Single Family Residential,383 N Westwind Dr,El Cajon,CA,92020,799000,3,1.0,92020 - El Cajon,1276,10018,1947,2,626,,Active,,,https://www.redfin.com/CA/El-Cajon/383-N-Westwind-Dr-92020/home/5582743,CRMLS,PTP2400617,N,Y,32.7983946,-116.9923525
MLS Listing,,Single Family Residential,1601 Emerald Point Ct,El Cajon,CA,92019,1499000,4,3.5,92019 - El Cajon,2646,12632,2001,3,567,,Active,,,https://www.redfin.com/CA/El-Cajon/1601-Emerald-Point-Ct-92019/home/6489087,CRMLS,PTP2400663,N,Y,32.7432444,-116.9234689
MLS Listing,,Single Family Residential,6211 Dehesa Rd,El Cajon,CA,92019,960000,3,3.5,92019 - El Cajon,2344,210830,2017,3,410,,Active,,,https://www.redfin.com/CA/El-Cajon/6211-Dehesa-Rd-92019/home/22752704,CRMLS,SW24024384,N,Y,32.802424,-116.818015
MLS Listing,,Single Family Residential,773 Palomar Ave,El Cajon,CA,92020,770000,3,2.0,El Cajon,1080,,1957,3,713,,Pre On-Market,,,https://www.redfin.com/CA/El-Cajon/773-Palomar-Ave-92020/home/5612168,SDMLS,240002532,N,Y,32.7782249,-116.9720648
MLS Listing,,Single Family Residential,2285 Charles Way,El Cajon,CA,92020,699888,3,2.0,92020 - El Cajon,1509,38768,1951,3,464,,Active,,,https://www.redfin.com/CA/El-Cajon/2285-Charles-Way-92020/home/5582422,CRMLS,PTP2400647,N,Y,32.7955511,-116.9956586
MLS Listing,,Single Family Residential,8531 Rosada Way,El Cajon,CA,92021,750000,4,2.0,92021 - El Cajon,1372,7500,1974,3,547,,Active,,,https://www.redfin.com/CA/El-Cajon/8531-Rosada-Way-92021/home/5092986,CRMLS,PTP2400570,N,Y,32.8354186,-116.8897689
MLS Listing,,Single Family Residential,10631 Prospect Ave,Santee,CA,92071,1300000,4,1.5,Santee,1214,13671,1958,3,1071,,Active,,,https://www.redfin.com/CA/Santee/10631-Prospect-Ave-92071/home/5049209,SDMLS,240002513,N,Y,32.8308274,-116.9666288
MLS Listing,,Single Family Residential,134 Park Blvd,El Cajon,CA,92021,1159000,7,4.0,El Cajon,2732,15444,2005,3,424,,Active,,,https://www.redfin.com/CA/El-Cajon/134-Park-Blvd-92021/home/5689503,SDMLS,240002511,N,Y,32.8090962,-116.8650599
MLS Listing,,Single Family Residential,832 Cherrywood Way,El Cajon,CA,92021,699000,3,2.5,92021 - El Cajon,1596,89777,1989,3,438,252,Active,,,https://www.redfin.com/CA/El-Cajon/832-Cherrywood-Way-92021/home/5568665,CRMLS,NDP2400909,N,Y,32.8065273,-116.9553141
MLS Listing,,Single Family Residential,8442 Angila Dr,Santee,CA,92071,779900,3,2.0,Santee,1063,7405,1960,4,734,,Active,,,https://www.redfin.com/CA/Santee/8442-Angila-Dr-92071/home/5049165,SDMLS,240002463,N,Y,32.8267748,-116.9914737
MLS Listing,,Single Family Residential,1022 Grouse St,El Cajon,CA,92020,800000,3,2.0,El Cajon,1312,6300,1959,4,610,,Active,February-9-2024 12:00 PM,February-9-2024 01:00 PM,https://www.redfin.com/CA/El-Cajon/1022-Grouse-St-92020/home/5564315,SDMLS,240002450,N,Y,32.8088103,-116.9818849
MLS Listing,,Single Family Residential,8605 Via Del Luz,El Cajon,CA,92021,785000,3,2.0,92021 - El Cajon,1107,8400,1967,4,709,,Active,,,https://www.redfin.com/CA/El-Cajon/8605-Via-del-Luz-92021/home/5090849,CRMLS,PTP2400624,N,Y,32.8325065,-116.8991987
MLS Listing,,Single Family Residential,1599 Olive Hills Ave,El Cajon,CA,92021,1095000,4,2.5,92021 - El Cajon,2835,10018,1975,4,386,,Active,,,https://www.redfin.com/CA/El-Cajon/1599-Olive-Hills-Ave-92021/home/5683685,CRMLS,PTP2400582,N,Y,32.8169693,-116.9206397
MLS Listing,,Single Family Residential,9929 Bon Vue Dr,El Cajon,CA,92021,1150000,5,3.0,92021 - El Cajon,3151,56628,1980,4,365,,Active,,,https://www.redfin.com/CA/El-Cajon/9929-Bon-Vue-Dr-92021/home/5069367,CRMLS,PTP2400616,N,Y,32.8652166,-116.8432244
MLS Listing,,Single Family Residential,776 N Cuyamaca St,El Cajon,CA,92020,749900,3,2.0,El Cajon,1231,6800,1952,5,609,,Active,,,https://www.redfin.com/CA/El-Cajon/776-N-Cuyamaca-St-92020/home/5564790,SDMLS,240002327,N,Y,32.8056689,-116.9798315
MLS Listing,,Single Family Residential,1716 Berrydale St,El Cajon,CA,92021,730000,3,2.0,92021 - El Cajon,1325,6100,1965,6,551,,Active,,,https://www.redfin.com/CA/El-Cajon/1716-Berrydale-St-92021/home/5063397,CRMLS,IV24019955,N,Y,32.8194987,-116.9508126
MLS Listing,,Single Family Residential,697 Spokane Way,El Cajon,CA,92020,800000,3,2.0,92020 - El Cajon,1637,8200,1957,7,489,,Active,,,https://www.redfin.com/CA/El-Cajon/697-Spokane-Way-92020/home/5569894,CRMLS,NDP2400789,N,Y,32.801103,-116.953944
MLS Listing,,Single Family Residential,975-89 S Lincoln Ave,El Cajon,CA,92020,1295000,5,4.0,El Cajon,2475,14530,1950,7,523,,Active,,,https://www.redfin.com/CA/El-Cajon/975-S-Lincoln-Ave-92020/home/5617283,SDMLS,240002131,N,Y,32.7825107,-116.9531274
MLS Listing,,Single Family Residential,8582 Atlas View Dr,Santee,CA,92071,750000,3,2.0,92071 - Santee,1080,9045,1952,9,694,,Active,,,https://www.redfin.com/CA/Santee/8582-Atlas-View-Dr-92071/home/5049095,CRMLS,PTP2400532,N,Y,32.8299926,-116.9932673
MLS Listing,,Single Family Residential,410 Woodland Ln,El Cajon,CA,92021,1850000,6,6.0,El Cajon,3637,134271,2005,11,509,,Active,,,https://www.redfin.com/CA/El-Cajon/410-Woodland-Ln-92021/home/5690734,SDMLS,240000305,N,Y,32.8027317,-116.8639555
MLS Listing,,Single Family Residential,846 Pearl Pl,El Cajon,CA,92020,744900,3,1.5,92020 - El Cajon,1392,7800,1952,12,535,,Active,,,https://www.redfin.com/CA/El-Cajon/846-Pearl-Pl-92020/home/5609221,CRMLS,PTP2400449,N,Y,32.7848767,-116.9673647
MLS Listing,,Single Family Residential,1558 Soma Pl,El Cajon,CA,92021,799000,4,2.5,El Cajon,1726,8800,1968,13,463,,Active,,,https://www.redfin.com/CA/El-Cajon/1558-Soma-Pl-92021/home/5682931,SDMLS,240001287,N,Y,32.8130506,-116.9250519
MLS Listing,,Single Family Residential,2024 Alegria Dr,El Cajon,CA,92021,599990,2,1.0,92019 - El Cajon,701,5227,1950,13,856,,Active,,,https://www.redfin.com/CA/El-Cajon/2024-Alegria-Dr-92021/home/5690350,CRMLS,SW24014089,N,Y,32.805095,-116.868235
MLS Listing,,Single Family Residential,14578 Rios Canyon Rd,El Cajon,CA,92021,1199000,5,3.0,Lakeside,1637,105850,1979,13,732,,Pre On-Market,,,https://www.redfin.com/CA/El-Cajon/14578-Rios-Canyon-Rd-92021/home/5090750,SDMLS,240001714,N,Y,32.8348111,-116.8676368
MLS Listing,,Single Family Residential,347 Provo St,El Cajon,CA,92019,899000,4,3.0,El Cajon,1050,,1958,14,856,,Active,,,https://www.redfin.com/CA/El-Cajon/347-Provo-St-92019/home/5693181,SDMLS,240001689,N,Y,32.7985895,-116.9227544
MLS Listing,,Single Family Residential,1758 Dehesa Rd,El Cajon,CA,92019,1799000,6,4.5,El Cajon,3701,124146,1940,17,486,,Active,,,https://www.redfin.com/CA/El-Cajon/1758-Dehesa-Rd-92019/home/5696073,SDMLS,240001545,N,Y,32.7882545,-116.9160392
MLS Listing,,Single Family Residential,1522 Lily Ave,El Cajon,CA,92021,729000,3,1.0,El Cajon,1125,8100,1961,17,648,,Active,,,https://www.redfin.com/CA/El-Cajon/1522-Lily-Ave-92021/home/5686127,SDMLS,240001468,N,Y,32.815415,-116.9259288
MLS Listing,,Single Family Residential,899 Valley Village Dr,El Cajon,CA,92021,724999,4,2.0,92021 - El Cajon,1378,6800,1958,17,526,,Active,,,https://www.redfin.com/CA/El-Cajon/899-Valley-Village-Dr-92021/home/5568091,CRMLS,PTP2400377,N,Y,32.8093078,-116.951276
MLS Listing,,Single Family Residential,7927 Shalamar Dr,El Cajon,CA,92021,1299000,4,3.0,92021 - El Cajon,2000,16822,1961,17,650,,Active,,,https://www.redfin.com/CA/El-Cajon/7927-Shalamar-Dr-92021/home/5096808,CRMLS,PTP2400147,N,Y,32.8215637,-116.9228478
MLS Listing,,Single Family Residential,6433 Dehesa Rd,El Cajon,CA,92019,1495000,4,2.5,El Cajon,3263,324522,2013,17,458,,Active,,,https://www.redfin.com/CA/El-Cajon/6433-Dehesa-Rd-92019/home/5724828,SDMLS,240001452,N,Y,32.8028362,-116.813217
MLS Listing,,Single Family Residential,9361 Tiffany Park Pl,El Cajon,CA,92021,995000,4,2.5,92021 - El Cajon,2467,11882,2003,18,403,,Active,,,https://www.redfin.com/CA/El-Cajon/9361-Tiffany-Park-Pl-92021/home/6572545,CRMLS,PTP2400371,N,Y,32.8461738,-116.885996
MLS Listing,,Single Family Residential,13455 Highway 8 Business,El Cajon,CA,92021,849000,3,2.0,El Cajon,1108,40946,1945,18,766,,Active,,,https://www.redfin.com/CA/El-Cajon/13455-Highway-8-Business-92021/home/186300224,SDMLS,240001412,N,Y,32.8363896,-116.898155
MLS Listing,,Single Family Residential,938 N Anza St,El Cajon,CA,92021,625000,2,1.0,El Cajon,575,,1940,18,1087,,Active,,,https://www.redfin.com/CA/El-Cajon/938-N-Anza-St-92021/home/5575061,SDMLS,230024431,N,Y,32.8086381,-116.9483254
MLS Listing,,Single Family Residential,848 Denise Ln,El Cajon,CA,92020,684900,3,2.0,92020 - El Cajon,1232,6500,1959,19,556,,Active,,,https://www.redfin.com/CA/El-Cajon/848-Denise-Ln-92020/home/5615111,CRMLS,PTP2400334,N,Y,32.7851263,-116.955649
MLS Listing,,Single Family Residential,1250 Foote Path Way,El Cajon,CA,92020,949000,5,2.5,El Cajon,2120,5595,1980,20,448,33,Active,,,https://www.redfin.com/CA/El-Cajon/1250-Foote-Path-Way-92020/home/5606937,SDMLS,240001218,N,Y,32.7797696,-116.9788265
MLS Listing,,Single Family Residential,1441 Hidden Mesa Ct,El Cajon,CA,92019,2199000,6,5.5,El Cajon,4640,44866,1973,23,474,,Active,,,https://www.redfin.com/CA/El-Cajon/1441-Hidden-Mesa-Ct-92019/home/5712230,SDMLS,240001058,N,Y,32.7727057,-116.9219738
MLS Listing,,Single Family Residential,1408 Circle Dr,El Cajon,CA,92020,1100000,5,4.0,El Cajon,2584,19567,1981,24,426,,Active,,,https://www.redfin.com/CA/El-Cajon/1408-Circle-Dr-92020/home/5606753,SDMLS,240001028,N,Y,32.780028,-116.982265
MLS Listing,,Single Family Residential,2269 Tina St,El Cajon,CA,92019,3499000,6,5.5,Rancho San Diego,5254,111949,2008,28,666,,Active,,,https://www.redfin.com/CA/El-Cajon/2269-Tina-St-92019/home/17192480,SDMLS,240000637,N,Y,32.7718339,-116.9041367
MLS Listing,,Single Family Residential,1619 Vista Del Valle Blvd,El Cajon,CA,92019,1150000,3,2.0,92019 - El Cajon,2053,27007,1960,33,560,,Active,,,https://www.redfin.com/CA/El-Cajon/1619-Vista-del-Valle-Blvd-92019/home/5703623,CRMLS,PTP2400038,N,Y,32.7785444,-116.924642
MLS Listing,,Single Family Residential,8345 E County Dr,El Cajon,CA,92021,999000,3,2.0,92021 - El Cajon,1596,16170,1998,35,626,,Active,,,https://www.redfin.com/CA/El-Cajon/8345-E-County-Dr-92021/home/5101525,CRMLS,PTP2306159,N,Y,32.8266809,-116.8933807
MLS Listing,,Single Family Residential,1536 Whitsett Dr,El Cajon,CA,92020,1150000,4,2.0,92020 - El Cajon,2208,10712,1975,45,521,,Active,,,https://www.redfin.com/CA/El-Cajon/1536-Whitsett-Dr-92020/home/5057829,CRMLS,NDP2309570,N,Y,32.8155906,-116.9998142
MLS Listing,,Single Family Residential,11970 Fuerte Vista Ln,El Cajon,CA,92020,2138460,5,3.5,92020 - El Cajon,4608,52272,2000,49,464,,Active,,,https://www.redfin.com/CA/El-Cajon/11970-Fuerte-Vista-Ln-92020/home/6430989,CRMLS,IV23191880,N,Y,32.7630491,-116.9402364
MLS Listing,,Single Family Residential,15613 Hawley Ct,El Cajon,CA,92021,700000,2,2.0,El Cajon,1640,15340,1976,57,427,,Contingent,,,https://www.redfin.com/CA/El-Cajon/15613-Hawley-Ct-92021/home/5083352,SDMLS,230023773,N,Y,32.8601136,-116.835953
MLS Listing,,Single Family Residential,13710 Gateway View Dr,El Cajon,CA,92021,820000,4,2.5,92021 - El Cajon,1801,3520,2002,60,455,60,Active,,,https://www.redfin.com/CA/El-Cajon/13710-Gateway-View-Dr-92021/home/6545218,CRMLS,PTP2305981,N,Y,32.8388537,-116.8915173
MLS Listing,,Single Family Residential,11621 Vernette Ct,El Cajon,CA,92020,1600000,5,3.0,Mount Helix,3222,21800,1964,60,497,,Active,,,https://www.redfin.com/CA/El-Cajon/11621-Vernette-Ct-92020/home/5636104,SDMLS,230023486,N,Y,32.7643148,-116.9469522
MLS Listing,,Single Family Residential,1840 Diesel Dr,El Cajon,CA,92019,1250000,4,3.0,El Cajon,3061,17470,1979,61,408,,Active,,,https://www.redfin.com/CA/El-Cajon/1840-Diesel-Dr-92019/home/5687838,SDMLS,230023427,N,Y,32.8038987,-116.9084483
MLS Listing,,Single Family Residential,1760 Essex St,El Cajon,CA,92020,924900,3,2.0,El Cajon,1877,12500,1965,62,493,,Active,,,https://www.redfin.com/CA/El-Cajon/1760-Essex-St-92020/home/6429609,SDMLS,230023152,N,Y,32.7948617,-116.9871388
MLS Listing,,Single Family Residential,2297 Orchard Ave,El Cajon,CA,92019,1195000,6,4.0,El Cajon,2152,48787,1972,62,555,,Active,,,https://www.redfin.com/CA/El-Cajon/2297-Orchard-Ave-92019/home/5700249,SDMLS,230023472,N,Y,32.7941798,-116.8994023
MLS Listing,,Single Family Residential,1169 Betts St,El Cajon,CA,92020,1250000,4,2.5,92020 - El Cajon,2462,10097,1981,79,508,40,Active,,,https://www.redfin.com/CA/El-Cajon/1169-Betts-St-92020/home/5566847,CRMLS,PTP2305729,N,Y,32.8106762,-116.9872197
MLS Listing,,Single Family Residential,10010 Circa Valle Verde,El Cajon,CA,92021,1675000,4,4.0,92021 - El Cajon,3950,87120,1991,112,424,,Active,,,https://www.redfin.com/CA/El-Cajon/10010-Circa-Valle-Verde-92021/home/5084703,CRMLS,PTP2305061,N,Y,32.8690182,-116.8656811
MLS Listing,,Single Family Residential,1903 Saxton Ln,El Cajon,CA,92021,7950000,5,8.5,El Cajon,13631,187743,2013,118,583,,Active,,,https://www.redfin.com/CA/El-Cajon/1903-Saxton-Ln-92021/home/58233237,SDMLS,230017991,N,Y,32.8062502,-116.8895158
MLS Listing,,Single Family Residential,978 Harbison Canyon Rd,El Cajon,CA,92019,799000,4,2.0,El Cajon,1871,,2003,172,427,,Active,,,https://www.redfin.com/CA/El-Cajon/978-Harbison-Canyon-Rd-92019/home/5095355,SDMLS,230016020,N,Y,32.8135536,-116.8390825
MLS Listing,,Single Family Residential,847 S Anza St,El Cajon,CA,92020,835000,3,2.0,92020 - El Cajon,1120,10512,1972,175,746,,Active,,,https://www.redfin.com/CA/El-Cajon/847-S-Anza-St-92020/home/5615948,CRMLS,PTP2303939,N,Y,32.7854463,-116.9479642
MLS Listing,,Single Family Residential,1830 VISTA DE LA MONTANA,El Cajon,CA,92019,1489000,5,4.5,El Cajon,3551,76230,2004,202,419,,Active,,,https://www.redfin.com/CA/El-Cajon/1830-Vista-de-la-Montana-92019/home/5701646,SDMLS,230013661,N,Y,32.7959475,-116.8406472
MLS Listing,,Single Family Residential,2561 Vista Rodeo Dr,El Cajon,CA,92019,2295000,5,4.0,92019 - El Cajon,4009,46609,2002,231,572,100,Active,,,https://www.redfin.com/CA/El-Cajon/2561-Vista-Rodeo-Dr-92019/home/5711612,CRMLS,PTP2302847,N,Y,32.780576,-116.8917934
MLS Listing,,Single Family Residential,1249 Melba Rd,Encinitas,CA,92024,2850000,4,2.5,92024 - Encinitas,1768,17394,1940,2,1612,,Active,,,https://www.redfin.com/CA/Encinitas/1249-Melba-Rd-92024/home/4127377,CRMLS,NDP2400939,N,Y,33.0393297,-117.2646263
MLS Listing,,Single Family Residential,2804 Jacaranda Ave,Carlsbad,CA,92009,1600000,4,3.0,92009 - Carlsbad,2335,8962,1987,3,685,62,Active,,,https://www.redfin.com/CA/Carlsbad/2804-Jacaranda-Ave-92009/home/4074233,CRMLS,NDP2400793,N,Y,33.0680382,-117.2511908
MLS Listing,,Single Family Residential,1271 Loch Lomond Dr,Cardiff By The Sea,CA,92007,1449000,4,3.0,92007 - Cardiff By The Sea,1515,6000,1964,4,956,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/1271-Loch-Lomond-Dr-92007/home/4142927,CRMLS,NDP2400829,N,Y,33.0340806,-117.2786387
MLS Listing,,Single Family Residential,1701 Mackinnon Ave,Cardiff By The Sea,CA,92007,1699000,3,2.0,92007 - Cardiff By The Sea,1384,8240,1968,5,1228,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/1701-Mackinnon-Ave-92007/home/4138527,CRMLS,NDP2400836,N,Y,33.028065,-117.277093
MLS Listing,,Single Family Residential,209 Melrose Ave,Encinitas,CA,92024,2300000,5,3.0,Encinitas,2242,,1956,6,1026,,Active,,,https://www.redfin.com/CA/Encinitas/209-Melrose-Ave-92024/home/4093910,SDMLS,240002188,N,Y,33.052745149,-117.2966382
MLS Listing,,Single Family Residential,476 La Veta Ave,Encinitas,CA,92024,2150000,4,2.0,92024 - Encinitas,1656,3629,1955,6,1298,,Active,,,https://www.redfin.com/CA/Encinitas/476-La-Veta-Ave-92024/home/4091291,CRMLS,NDP2400738,N,Y,33.0577175,-117.2998726
MLS Listing,,Single Family Residential,2499 CALLE SAN CLEMENTE,Encinitas,CA,92024,2595000,4,3.0,92024 - Encinitas,4116,30056,1988,9,630,,Active,,,https://www.redfin.com/CA/Encinitas/2499-Calle-San-Clemente-92024/home/4171031,CRMLS,NDP2400755,N,Y,33.0554255,-117.2295117
MLS Listing,,Single Family Residential,2533-35 Montgomery Ave,Cardiff By The Sea,CA,92007,4099000,4,4.0,92007 - Cardiff By The Sea,2223,7507,1970,10,1844,,Pre On-Market,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/2533-Montgomery-Ave-92007/home/4149563,CRMLS,NDP2400743,N,Y,33.0157577,-117.2751541
MLS Listing,,Single Family Residential,1161-1163 Hermes Ave,Encinitas,CA,92024,2375000,3,3.0,92024 - Encinitas,1484,8963,1959,18,1600,,Active,,,https://www.redfin.com/CA/Encinitas/1161-Hermes-Ave-92024/home/4064419,CRMLS,NDP2400520,N,Y,33.0700661,-117.3012961
MLS Listing,,Single Family Residential,237 La Mesa,Encinitas,CA,92024,3999000,4,4.0,Encinitas,2400,,2019,18,1666,,Active,,,https://www.redfin.com/CA/Encinitas/237-La-Mesa-Ave-92024/home/4093620,SDMLS,240001339,N,Y,33.0535226,-117.2986098
MLS Listing,,Single Family Residential,493 Warwick Ave,Cardiff By The Sea,CA,92007,3900000,5,4.0,92007 - Cardiff By The Sea,3552,7716,2002,19,1098,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/493-Warwick-Ave-92007/home/6481111,CRMLS,NDP2400316,N,Y,33.0287344,-117.2804816
MLS Listing,,Single Family Residential,1215 Munevar Ct,Cardiff,CA,92007,1350000,4,2.0,Cardiff by the Sea,1225,9000,1962,21,1102,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/1215-Munevar-Ct-92007/home/4136701,SDMLS,240001159,N,Y,33.0352157,-117.275442
MLS Listing,,Single Family Residential,2542 5th St,Encinitas,CA,92024,4150000,5,4.5,Olivenhain,4996,27442,1990,21,831,,Active,,,https://www.redfin.com/CA/Encinitas/2542-5th-St-92024/home/4125437,SDMLS,240001092,N,Y,33.0389044,-117.2339444
MLS Listing,,Single Family Residential,125 Diana St,Encinitas,CA,92024,2350000,3,2.5,92024 - Encinitas,1963,2250,2017,23,1197,185,Active,,,https://www.redfin.com/CA/Encinitas/125-Diana-St-92024/home/144065370,CRMLS,NDP2400369,N,Y,33.0662529,-117.3035002
MLS Listing,,Single Family Residential,235 Sanford St,Encinitas,CA,92024,2500000,3,2.0,Leucadia,1742,,1975,24,1435,,Active,,,https://www.redfin.com/CA/Encinitas/235-Sanford-St-92024/home/4062280,SDMLS,240001009,N,Y,33.0735673,-117.3023945
MLS Listing,,Single Family Residential,3325 Jasmine Crst,Encinitas,CA,92024,4200000,5,5.5,92024 - Encinitas,4767,66211,2000,24,881,625,Active,,,https://www.redfin.com/CA/Encinitas/3325-Jasmine-Crst-92024/home/4170616,CRMLS,NDP2400023,N,Y,33.0553626,-117.208587
MLS Listing,,Single Family Residential,558 Beach St,Encinitas,CA,92024,1549000,3,2.5,Encinitas,1883,2516,2005,25,823,225,Active,,,https://www.redfin.com/CA/Encinitas/558-Beach-St-92024/home/6645897,SDMLS,240000917,N,Y,33.0448667,-117.2845349
MLS Listing,,Single Family Residential,2157 Edinburg Ave,Cardiff By The Sea,CA,92007,2499000,3,2.0,92007 - Cardiff By The Sea,1556,5000,1956,25,1606,,Active,,,https://www.redfin.com/CA/Cardiff/2157-Edinburg-Ave-92007/home/189143744,CRMLS,NDP2400309,N,Y,33.0225638,-117.2770034
MLS Listing,,Single Family Residential,2005 Bulrush Ln,Cardiff By The Sea,CA,92007,2429000,4,3.0,92007 - Cardiff By The Sea,2384,10660,1978,27,1019,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/2005-Bulrush-Ln-92007/home/4151123,CRMLS,NDP2400227,N,Y,33.0214511,-117.2711201
MLS Listing,,Single Family Residential,837 Elmview Dr,Encinitas,CA,92024,1600000,3,2.0,Encinitas,1633,,1976,28,980,,Active,,,https://www.redfin.com/CA/Encinitas/837-Elmview-Dr-92024/home/4153515,SDMLS,240000626,N,Y,33.0351422,-117.2576223
MLS Listing,,Single Family Residential,1734 Avenida La Posta,Encinitas,CA,92024,1899999,3,2.0,92024 - Encinitas,1605,6309,1986,31,1184,125,Active,,,https://www.redfin.com/CA/Encinitas/1734-Avenida-La-Posta-92024/home/4074939,CRMLS,NDP2400126,N,Y,33.0635099,-117.247265
MLS Listing,,Single Family Residential,1390 Orpheus Ave,Encinitas,CA,92024,1349999,4,2.5,Leucadia,1600,15500,1975,31,844,,Active,,,https://www.redfin.com/CA/Encinitas/1390-Orpheus-Ave-92024/home/4066885,SDMLS,240000436,N,Y,33.0741798,-117.2959235
MLS Listing,,Single Family Residential,2037 Bulrush Ln,Cardiff,CA,92007,2395000,3,2.5,Cardiff by the Sea,1907,24393,1978,31,1256,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/2037-Bulrush-Ln-92007/home/4151152,SDMLS,240000190,N,Y,33.020767,-117.2702983
MLS Listing,,Single Family Residential,2216 Silver Peak Pl,Encinitas,CA,92024,2799000,4,3.5,Encinitas,3343,,1982,32,837,160,Active,,,https://www.redfin.com/CA/Encinitas/2216-Silver-Peak-Pl-92024/home/4180836,SDMLS,240000367,N,Y,33.0516116,-117.2375962
MLS Listing,,Single Family Residential,923 Melba Rd,Encinitas,CA,92024,1649000,3,2.0,Encinitas,1253,7400,1957,32,1316,,Active,,,https://www.redfin.com/CA/Encinitas/923-Melba-Rd-92024/home/4127445,SDMLS,240000335,N,Y,33.0396444,-117.2723128
MLS Listing,,Single Family Residential,625 Neptune Ave,Encinitas,CA,92024,2745000,3,2.0,Encinitas,1574,,1961,53,1744,,Active,,,https://www.redfin.com/CA/Encinitas/625-Neptune-Ave-92024/home/4086113,SDMLS,230023995,N,Y,33.0598812,-117.3022622
MLS Listing,,Single Family Residential,2310 Cambridge,Cardiff By The Sea,CA,92007,4490000,4,3.5,Cardiff by the Sea,3144,5152,1993,55,1428,,Active,,,https://www.redfin.com/CA/Cardiff-by-the-Sea/2310-Cambridge-Ave-92007/home/4148809,SDMLS,230023865,N,Y,33.0197917,-117.2765923
MLS Listing,,Single Family Residential,2049 Oxford Ave,Cardiff,CA,92007,4100000,5,5.0,Cardiff,2776,5000,1990,60,1477,,Active,,,https://www.redfin.com/CA/Cardiff/2049-Oxford-Ave-92007/home/188830393,SDMLS,230023444,N,Y,33.0234731,-117.2796693
MLS Listing,,Single Family Residential,3427 Via Monteverde,Encinitas,CA,92024,4795000,5,5.5,Olivenhain,5337,92347,2003,69,898,83,Active,,,https://www.redfin.com/CA/Encinitas/3427-Via-Monteverde-92024/home/6312890,SDMLS,230023034,N,Y,33.0676634,-117.2192449
MLS Listing,,Single Family Residential,121 Diana St,Encinitas,CA,92024,2249999,4,2.5,92024 - Encinitas,1942,3300,2017,72,1159,185,Active,,,https://www.redfin.com/CA/Encinitas/121-Diana-St-92024/home/105495275,CRMLS,NDP2309009,N,Y,33.0664558,-117.3035803
MLS Listing,,Single Family Residential,348 La Mesa Ave,Encinitas,CA,92024,3000000,4,4.0,92024 - Encinitas,2085,3920,1970,80,1439,,Active,,,https://www.redfin.com/CA/Encinitas/348-La-Mesa-Ave-92024/home/4093499,CRMLS,NDP2308872,N,Y,33.054649,-117.2995439
MLS Listing,,Single Family Residential,590 Camino El Dorado,Encinitas,CA,92024,4495000,5,4.0,92024 - Encinitas,5140,16029,2003,88,875,,Active,,,https://www.redfin.com/CA/Encinitas/590-Camino-El-Dorado-92024/home/6539866,CRMLS,NDP2308720,N,Y,33.0454004,-117.2743611
